userName,content,score,at,appVersion,sentiment,processed_content
Arief Yulianto,Sipppp,5,2022-06-25 10:52:45,4.46.1,positive,sipppp
Ana Puspita Sari,Pasti ada jalan,5,2022-02-12 10:27:48,4.30.1,positive,jalan
14_Fauzi Easter agustono,ntap,5,2022-04-09 19:51:55,4.39.2,positive,ntap
BAMBANG SUTRISNO,good,5,2023-01-14 08:18:33,4.56.1,positive,good
bayu kuncoro,Sangat membantu,5,2023-10-24 00:18:07,4.77.1,positive,bantu
Nilla Pancawati,Sangat membantu,5,2023-08-22 00:47:00,4.72.1,positive,bantu
Suher manto,Ok,5,2022-06-14 08:46:09,4.44.1,positive,ok
Riyan Ramadhani XI APH,Okok,5,2022-12-18 09:59:04,4.57.1,positive,okok
Pengguna Google,Payletter abis di bayar pas udah di bayar malahan ga di kasih limit lagi menyebalkan sekali ini gopay payletter  mending ga usah di bayar aja sekalian biar nyaho,1,2023-08-30 12:01:12,4.73.1,negative,payletter habis bayar pas bayar kasih limit sebal gopay payletter mending bayar aja biar nyaho
Siti Rahma,Ada gojeksemuanya jadi mudah,5,2023-09-20 01:49:00,4.70.1,positive,gojeksemuanya mudah
Aira Aira,Mudah2n bsa lebih memperhatikan para cs dan rekan driver2 lain nya,5,2021-11-10 12:45:54,4.31.1,positive,mudahn bsa perhati cs rekan driver
Audia Widyastuti,Selalu langganan gojek sering dapat promo yg sangat menggiurkan terutama go food,5,2021-12-24 12:43:14,4.30.1,positive,langgan gojek promo giur go food
TIENS DACHLAN,kenapa sih sering banget update aplikasi cape rasanya nge update seringkali apalagi kalo sudah penuh datanya harus nenghapusan dulu tolonglah jangan terlalu sering update aplikasi kalau masih gitu gitu juga sih percuma mana sekarang udah gakpernah ada promo buat transfortasi lagi parah,3,2022-02-12 16:31:10,4.36.1,negative,sih banget update aplikasi cape nge update seringkali penuh data nenghapusan tolong update aplikasi gitu gitu sih gakpernah promo transfortasi parah
Yelin Depondoye,Parah Skali ni aplikasi mencari driver nga pernah ada sumpah nyesal aku pake aplikasi ini kami suda menunggu sampai 30m tapi driver nya belum sj datang sangat sedih,1,2023-05-01 20:35:59,4.62.1,negative,parah skali ni aplikasi cari driver nga sumpah nyesal pake aplikasi suda tunggu driver sj sedih
WAHID ARIFFUDIN,Ayo banyakin discount lagi,5,2022-01-06 23:00:00,4.34.1,positive,ayo banyakin discount
Raefan Azka,Knpa gak bisa tf,5,2022-11-11 15:10:05,4.55.2,positive,tf
Sandy Setyawan,Mantab,5,2022-12-04 06:58:59,4.56.1,positive,mantab
Aly Mudawaly,Good job ,5,2022-03-04 08:18:19,4.38.2,positive,good job
Rizki Agustien,hari ini terbantu bnget sma gojek untuk nganter berkas penting ke kantor yg kebawa sama aku kmaren ,5,2023-04-17 01:46:55,4.63.2,positive,bantu bnget sma gojek nganter berkas kantor bawa kmaren
Yumna zaina Zaina,Sippp,5,2022-06-19 12:06:03,4.45.1,positive,sippp
dini mariani,Memudahkan perjalanan,5,2022-09-16 10:00:51,4.50.1,positive,mudah jalan
Susi Harumi,kurang promonya,5,2022-04-05 09:41:20,4.37.2,positive,promonya
Fitriansyah Nurdiyanto,internet stabil di bilang tidak ada konektivitas ongkir normal di blg pakai promoklo mau ngadu domba jgn customer g akhlak memangloe tipu driver dengan ongkir 2rbu saya tetap bayar 11rbumakan tuh duit haram jek,1,2023-09-10 11:48:43,4.73.1,negative,internet stabil bilang konektivitas ongkir normal blg pakai promoklo ngadu domba customer akhlak memangloe tipu driver ongkir rbu bayar rbumakan tuh duit haram jek
Jarot Suharso,Mantabbbbbbbb,5,2023-01-27 14:08:26,4.59.1,positive,mantabbbbbbbb
Rikajaya JR,Saya TDK dpt mengabdate,3,2022-03-31 02:19:34,4.38.2,neutral,dpt mengabdate
fauzi rangkuti,Bagus,5,2022-10-12 13:43:18,4.53.1,positive,bagus
Margareta Maria Marsini,Nyaman  aman selalu bnyk promo Makasih selalu pakai Gojek,5,2021-11-27 22:00:49,4.32.1,positive,nyaman aman bnyk promo makasih pakai gojek
Sukma,Tolong agar drivernya lebih serius dalam menerima orderan saya akhir akhir ini sudah berkali kali di prank driver,3,2022-10-14 12:57:04,4.53.1,neutral,tolong drivernya serius terima order kali prank driver
Andara nurti,Saya mesan gofood dari bulan 12 sampai sekarang tidak bisa dipakai lagi keluar pemberitahuan ada gangguan dari bulan 12 sampai sekarang padahal di gojek saya tidak ada tunggakan sama sekali,1,2024-01-06 09:06:25,4.80.4,negative,mesan gofood pakai pemberitahuan ganggu gojek tunggak
Titin Muliatie,Bagus pelayanannya,4,2023-08-07 02:15:46,4.47.1,positive,bagus layan
Maghfirah Ramadhani,Karna bisa membantu saya kayak saya ingin makan apa aja lewat gojek dan gk perlu keluar,5,2022-07-31 09:40:24,4.36.1,positive,karna bantu kayak makan aja gojek
Syamsul Nur Rijal,Nggak pernah ngecewain kalo soal ojol dari gojek mau cari lokasi manapun kalau ada di gmaps pasti muncul Nggak kayak aplikasi sebelah,5,2022-07-31 11:53:28,4.48.1,positive,ngecewain ojol gojek cari lokasi mana gmaps muncul kayak aplikasi belah
Tia Oktaviani Oktaviani,Blm menyecoba,5,2022-06-28 18:38:54,4.39.2,positive,coba
Budi Firmana,Nice gojek,5,2024-01-20 10:16:45,4.81.1,positive,nice gojek
Nenden Kania,Bagus,5,2022-03-03 03:58:31,4.20.1,positive,bagus
Didin Wahidin,Good tks gojek,5,2023-08-25 12:28:01,4.72.1,positive,good tks gojek
Control Tablet Rifqy,semenjak naik jadi level JURAGAN malah gak pernah dapat promo ongkir padahal promo nya member juragan di awal bulan dpt promo 20 go food dll,1,2022-09-28 10:47:13,4.52.2,negative,semenjak level juragan promo ongkir promo member juragan dpt promo go food dll
Deden Pashaa6 D.A,Bagus lah,5,2022-10-26 09:47:18,4.54.2,positive,bagus
erik ferdiansyah,Makin kesini makin banyak punglinya Jadi males pesen gofood Biaya ini biaya itu hareeh,2,2023-04-25 01:59:49,4.65.2,negative,kesini pungli males sen gofood biaya biaya hareeh
agus Ardi,Sistem terjelekhr ini gacorbesok gabluk Enak akun samben Ganti lah sistem swperti dulu,1,2023-04-10 08:27:06,4.65.2,negative,sistem terjelekhr gacorbesok gabluk akun samben ganti sistem swperti
lusi dian paramita,Saya suka kesal dengan gojekselalu kalo mau order gojek baik go car atau goride selalu dapat driver yg jauh2 dari rumahalasanya driver itu unggulangak penting itu yg penting itu ketepatan dan kecepatan waktukalodapat jauh gitu alhansil jadi lamajemputnya,1,2022-11-22 08:04:43,4.55.2,negative,suka kesal gojekselalu order gojek go car goride driver rumahalasanya driver unggulangak tepat cepat waktukalodapat gitu alhansil lamajemputnya
Denz Ridick,Bagus,5,2022-11-19 17:43:19,4.55.2,positive,bagus
Deden Sanju,Bener2 dah nggk bsa diandelin klo untuk trfr ke rek jd delay lma dah tau dibutuhkan banget duit nya tambah parah nih gojek,1,2022-04-03 01:20:40,4.37.2,negative,nggk bsa diandelin trfr rek delay lma butuh banget duit parah nih gojek
mas hadie,Halah top up pakai link aja gk bisa mau isi go pay kok gk bisa pakai link aja susah payah,1,2022-01-27 17:28:21,4.35.1,negative,halah top up pakai link aja isi go pay pakai link aja susah payah
Hasril Arif,Ok,5,2022-02-26 03:34:07,4.34.1,positive,ok
Raja A,Dikit dikit update kalo ga diupdate gabisa dibuka Bangke laahh,1,2022-04-05 15:10:25,4.36.1,negative,dikit dikit update diupdate gabisa buka bangke laahh
sudarman sudarman,Baik aja,5,2022-01-19 02:50:03,4.35.1,positive,aja
Siska Aprillia,Mau tanya gunannya ada pusat bantuan untuk cancel order makanan itu apa yaa  Suruh tlf call center Uda tlf call center dan ternyata orderan nggak bisa di cancel Terus gunannya pusat bantuan dan tlf call center buat apa  Kalau nggak ada solusi mending yg pusat bantuan itu di hapusdi hilangkan aja  sama aja merugikan orang Saya belum selesai order dan kepencet makannya mau saya cancel  Paling nggak punya aplikasi gojek yg jelas dongg kalau niat mau bantu cancel orderan ,1,2022-04-07 15:01:32,4.40.1,negative,gun pusat bantu cancel order makan yaa suruh tlf call center uda tlf call center order cancel gun pusat bantu tlf call center solusi mending pusat bantu hapusdi hilang aja aja rugi selesai order pencet makan cancel aplikasi gojek dongg niat bantu cancel order
Fathur Rahman,Aplikasi yang berguna,5,2022-10-25 09:30:10,4.54.2,positive,aplikasi guna
sendy ard,Lemot aplikasinya,1,2023-12-09 11:17:22,4.79.2,negative,lot aplikasi
Arif Budiman,Mantap,5,2023-10-01 01:57:27,4.55.2,positive,mantap
Ayi Kosasih,pantesan pengguna lama diturunkan limitnya menggunakan gopay latter lebih baik dipikirkan kembali karena denda keterlambatan dari 6000 sekarang menjadi 50000 di tgl 1 dan tgl 9 tambah 30000 pinjaman diawasi ojk hanya topeng,1,2023-10-01 06:49:50,4.75.1,negative,pantesan guna turun limit gopay latter pikir denda lambat tgl tgl pinjam awas ojk topeng
abdul haris satria,Kecewa Gmna ngak saya sudah nunggu gocar lama malah di cansel terus lebih dari 5x kejauhan lah apa lah malah yg trahir sudah sampek depan saya pas malah di cansel sudah nunggu lama mw brangkat kerja malah gini Padahal saya g pernah ngasih bintang di bawah 4 k driver Kecewa,1,2021-12-12 01:11:37,4.33.1,negative,kecewa ngak nunggu gocar cansel jauh trahir sampek pas cansel nunggu mw brangkat gin ngasih bintang driver kecewa
Shelvi Puspita (Shelvi),Mantappss sering2 aje promojek gojekaku setia padamudaripada yg sebelah,5,2021-12-10 11:02:04,4.33.1,positive,mantappss aje promojek gojekaku setia padamudaripada belah
Yulie tea,Untuk gopay later kl nagih yg wajar sampe jam 11 malam msh terus wa sama tlp pdhl saya baru 1x telat,1,2023-10-02 01:20:31,4.75.1,negative,gopay later nagih wajar sampe jam malam msh wa tlp pdhl telat
Abdullah Al Kafi,Menurun,2,2021-12-09 05:05:08,4.33.1,negative,turun
Mohamad Alfan Sukma Dinata,Mntb bngettttt  tapi juga ada mins nya saat ujan aja  susah bener cari driver kalo lagi ujan,5,2022-01-04 04:49:23,4.34.1,positive,mntb bngettttt mins ujan aja susah cari driver ujan
kartono se (ono),Isi gopay pada tgl 24 Desember 2021 hari ini via bank mandiri sebanyak 400kbelum masuk ke gopay nyasaldo bank mandiri sudah terpotong,2,2021-12-24 03:37:36,4.34.1,negative,isi gopay tgl desember via bank mandiri kbelum gopay nyasaldo bank mandiri potong
Kartini Tini,Sangat menyenangkan,5,2021-11-07 06:48:22,4.30.1,positive,senang
Lia Anita sinaga,Saya ingin menghapus akun saya yang lama,5,2021-11-28 09:25:36,4.32.1,positive,hapus akun
DEF22 TV,Tidak dapat menyelesaikan gagal topup gopay 2x laporan semuanya di tutup tanpa menyelesaikan masalahnya terimakasih saya kecewa UNINSTALPERMANEN,1,2022-01-27 03:01:11,4.35.1,negative,selesai gagal topup gopay lapor tutup selesai terimakasih kecewa uninstalpermanen
Bonady Uhuy,Gampang cari apapun,5,2021-12-14 13:12:24,4.32.1,positive,gampang cari apa
gugun gunawan,Bgus,4,2022-03-25 12:47:58,4.37.2,positive,bgus
Irma Thania,3x di cancel pesan gosend car,1,2023-12-17 05:58:28,4.79.2,negative,cancel pesan gosend car
Surya Yanto,Ko saldo saya engga bisa di gunain parah,1,2021-12-12 16:25:20,4.31.1,negative,ko saldo engga gunain parah
alwi rohtama,Okey,5,2023-09-06 04:16:27,4.58.1,positive,okey
Henny Novita dewi,Gak dapat paylater,2,2022-04-01 14:50:40,4.32.1,negative,paylater
Yalif Janus,Sangat bermanfaat respon cepat dan lancar,5,2022-09-27 12:27:05,4.38.2,positive,manfaat respon cepat lancar
zatan Hamuthiari,Saya turunkan 2 bintang karena bug ketika Nerima tlp dr driver suara jd hilang hp saya gk bsa nyetel musik dan main game sebelum di restart tolong agar diperbaiki bug nya terima kasih,3,2023-01-18 13:39:13,4.49.2,neutral,turun bintang bug nerima tlp driver suara hilang hp bsa nyetel musik main game restart tolong baik bug terima kasih
Agus Konveksi tas,Bagus,5,2023-02-14 05:49:13,4.50.1,positive,bagus
Felix Tumale,Aplikasinya akhirakhir ini bermasalah 1 loading lambat 2 gopay paylater tidak bisa digunakan walaupun saldonya masih full Padahal sebelumnya sangat bisa diandalkan Sekarang susah masuk kehalaman Paylater saja tidak bisabagian bantuan tidak memberikan solusi Padahal kalau telat bayar sehari saja kena denda 50k Kembalikanlah kemudahan gopay yang duluberi 1 untuk tingkat kepuasan nanti kalau udah fix saya akan ubah jadi 5,1,2023-11-12 03:56:28,4.78.3,negative,aplikasi akhirakhir masalah loading lambat gopay paylater saldo full andal susah halaman paylater bisabagian bantu solusi telat bayar hari denda kembali mudah gopay duluberi tingkat puas fix ubah
Mas Budiono,Mantab,5,2022-09-12 02:54:40,4.49.2,positive,mantab
nober sampe,Nyaman,5,2022-02-02 23:14:27,4.36.1,positive,nyaman
khalid alwini,Apk yg sangat membantu,5,2023-08-31 19:17:46,4.50.1,positive,apk bantu
Nyoman Arjuna,Mantap,1,2022-09-04 02:20:23,4.40.1,negative,mantap
蘇春來Dalaiman S,Cepat tibanya ramah orangnya,5,2023-02-07 07:03:15,4.60.1,positive,cepat tiba ramah orang
Langlang Buana,Pesan Go Food Mantap Cepat sesuai dengan alamatnya dan Ramah drivernya Tentunya for all custom is good Thank You,5,2022-01-28 03:28:20,4.35.1,positive,pesan go food mantap cepat sesuai alamat ramah drivernya for all custom is good thank you
Oktadiona Putra Suhendra,Tiap mesen harus update kalo enggak Gak akan ketangkap ,2,2021-11-28 11:26:34,4.32.1,negative,mesen update tangkap
Viya Dhiyan23,Biaya administrasinya besar juga,3,2022-03-02 03:26:52,4.38.2,neutral,biaya administrasi
MURNI KUSDARINI,sangat membantu,5,2023-05-27 08:41:43,4.67.2,positive,bantu
Leo Nardo,Mantap,5,2022-04-10 08:06:53,4.40.1,positive,mantap
Nabita kamilia,Ada apa dengan akun saya kenapa gak pernah dpt voucher seperti yang lain Padahal saya gak pernah macem2 tolong jelaskann Ada yang bilang akun saya sakit sakit kenapa Jadi males mau makenya,1,2022-02-08 14:08:18,4.35.1,negative,akun dpt voucher macem tolong jelaskann bilang akun sakit sakit males makenya
Antonie Sihombing,Keren ,5,2022-06-12 18:09:43,4.44.1,positive,keren
Nabors Ijen,thankspak,5,2023-09-04 18:27:36,4.73.1,positive,thankspak
Aditya Maulana,Aplikasi sangat bagus dan keren mempermudah,5,2023-07-22 07:43:31,4.69.2,positive,aplikasi bagus keren mudah
Riz Vicious,Ripuh dtiver,1,2023-12-14 03:08:00,4.79.2,negative,ripuh dtiver
MOHAMMAD ANAS,Menu go ride susah makenya sdh nentuin asal dan tujuan eee malah nggak keluar itu order nya,5,2022-09-28 14:43:06,4.51.1,positive,menu go ride susah makenya sdh nentuin tuju eee order
Miswanto Wanto50,Gimana saya pesen sampai 8 kali di batalin alesan juah sama macetkalau gak mau Kena macet di rumah parkir mobilnya,1,2022-04-24 10:26:14,4.41.1,negative,gimana sen batalin alesan juah macetkalau macet rumah parkir mobil
Slamet Riyanto,Driver nya bisa antar tepat ,5,2023-06-19 23:59:04,4.68.1,positive,driver
FX Adi,Ntap,5,2021-11-27 05:41:37,4.26.1,positive,ntap
rafli anza,Verry good,5,2022-07-08 06:15:55,4.47.1,positive,verry good
IDA FITRIYANI,good,5,2023-03-10 23:36:40,4.62.2,positive,good
Indojaya Hok,Sangat baik dan memuaskan,5,2023-09-20 04:49:02,4.70.1,positive,muas
Pong Meddy,Ok,5,2023-12-27 03:39:23,4.80.4,positive,ok
achmad tarmizi,Good jobs,4,2023-12-03 23:36:33,4.78.3,positive,good jobs
Norma Harisa,Memudahkan belanja dan pergi kemana saja sukses terus gojek,5,2023-06-27 11:02:33,4.69.1,positive,mudah belanja pergi mana sukses gojek
Agung Endarto,Mantaappp,5,2022-01-25 09:21:52,4.35.1,positive,mantaappp
sisi saadah,Good,5,2022-06-09 13:50:40,4.39.2,positive,good
Naufal Ariffiandy,BCA oneklik error Lmao,1,2022-06-02 04:51:09,4.38.2,negative,bca oneklik error lmao
Dendi Aquatic,Good,5,2022-07-18 12:10:22,4.40.1,positive,good
Wawan Hermawan,Dengan adanya gojek segalanya menjadi ringan tinggal ketik segalanya jadi mudah Terima kasihku untuk gejek,5,2022-07-31 11:20:17,4.47.1,positive,gojek ringan tinggal ketik mudah terima kasih gejek
M umar Q,ist the best,5,2023-03-17 04:28:45,4.63.2,positive,ist the best
Atira Husna,Aplikasi GOJEK kenapa skrg buruk parah,1,2023-12-22 12:45:42,4.80.4,negative,aplikasi gojek skrg buruk parah
UnyieL 19,oke,5,2022-09-20 11:00:29,4.51.1,positive,oke
Mustafa Dede,Mantap deh pokonya Biar bintang yg bicara,5,2022-02-09 16:37:47,4.36.1,positive,mantap deh poko biar bintang bicara
Iz Dimyathy,Kecewa dengan tombol bantuan di gojek apalagi saat berkaitan dengan penipuan yang ditransfer dari gopay laporan ke bank ditolak karena pihak gopay adalah pihak ke3 bukan perbankan harus melalui aplikasi gojek sedangkan beberapa kali laporan ke pihak gojek hanya dijawab oleh mesin penjawab yang katanya sudah diselesaikan melalui telepon padahal tidak ada telepon ataupun tindaklanjut setiap ditanyakan ke CS selalu jawab tidak tahu bukan kewenangannya ada tim khusus tidak ada kejelasan,1,2022-05-23 05:02:20,4.38.2,negative,kecewa tombol bantu gojek kait tipu transfer gopay lapor bank tolak gopay perban aplikasi gojek lapor gojek mesin jawab selesai telepon telepon tindaklanjut cs wenang tim jelas
SAYA FAHRI GHANNAM,MOHON MAAF KARENA SAYA KASIH BINTANG 1 DIKARENAKAN GOJEK APK NYA KURANG UNTUK DI DRIVERNYA AGAK EROR DAN DI GOPAY  SAYA TIDAK MELAKUKAN TRANSAKSI YANG TIDAK WAJAR TETAPI GOJEK MEMBLOKIRBEKUKAN GOPAY SAYA PADAHAL MASIH ADA UANG DI GOPAY TERSEBUT  SAYA MEMOHON AGAR PIHAK GOJEK DAPAT MENGATASI NYA DAN TOLONG GOOAY SAYA DI UNBLOKIR AGAR SAYA BISA BERTRANSAKSI DI GOPAY lagi,1,2023-02-17 15:07:11,4.47.1,negative,maaf kasih bintang gojek apk drivernya eror gopay transaksi wajar gojek memblokirbekukan gopay uang gopay mohon gojek atas tolong gooay unblokir transaksi gopay
Lufidza Sweet,Mudah dan nyaman,5,2021-12-10 04:28:46,4.32.1,positive,mudah nyaman
Kenzie Karlsten Kristiana,Enak banget kalo males keluar ada ini,5,2022-11-30 07:24:58,4.56.1,positive,banget males
Costo Eyes,Makin gx jelasgue uninstall aje dah ini apkbeli makan 14500 ongkir sama jasa aplikasi 13rb kan gila sama aja beli makan 1bks bayar 2,1,2022-03-29 06:14:00,4.39.2,negative,gx jelasgue uninstall aje apkbeli makan ongkir jasa aplikasi rb gila aja beli makan bks bayar
Henny Sofyanti,Good,5,2022-10-25 23:20:06,4.54.2,positive,good
Ahmad Wainung,Ini kenapa ga bisa login akun saya yaudah 2 hari masa mau masuk ke akun sendiri loading lama bnget nyampe 2 jam lbih muter mulu,2,2022-04-19 01:39:47,4.41.1,negative,login akun yaudah akun loading bnget nyampe jam lbih muter mulu
Anu Ini,Bagus tapi kurang,4,2022-12-01 03:16:31,4.56.1,positive,bagus
Zulkifli Saleh,Cepat tepat,5,2022-02-24 10:25:15,4.37.2,positive,cepat
Tonny Udely,Masih coba,4,2022-01-24 07:55:08,4.34.1,positive,coba
Mu'minatul munawarah Yasin,Memblokir akun saya,1,2021-11-18 21:25:36,4.32.1,negative,blokir akun
Zhey Dhie,Mempermudah,5,2022-07-01 10:21:37,4.37.2,positive,mudah
10. Eka putri Rathree,bagus njirr,5,2022-02-16 09:35:11,4.37.1,positive,bagus njirr
Syaiful Batu_Agung,Sip lah,4,2022-04-13 13:53:17,4.36.1,positive,sip
Danish Septian,Cukup memuaskan,5,2022-05-14 03:30:39,4.31.1,positive,muas
Maria Ulfa,Good,5,2022-03-26 09:59:17,4.37.2,positive,good
Asep Mulyana,Bagus,5,2023-07-27 02:28:52,4.70.1,positive,bagus
GOES iron,Fullove,5,2022-08-10 13:16:56,4.47.1,positive,fullove
Anthony Adi,Lama sekali sekarang waktu untuk pesan gofood minimal setiap pesanan butuh 45 menitan Wasting time,2,2024-01-03 11:41:01,4.80.4,negative,waktu pesan gofood minimal pesan butuh menit wasting time
agung Barjo,Gud,5,2022-08-07 10:56:26,4.14.2,positive,gud
Tech Kopi,Apes euy beli hp pake kurir gojek nga amanah njancok,1,2023-05-17 15:19:01,4.66.1,negative,apes euy beli hp pake kurir gojek nga amanah njancok
hardyn yosef,mantul,4,2024-01-07 11:59:56,4.80.4,positive,mantul
Rendra Mahardika,Pelayanan buruk Gampang eror,1,2022-10-31 23:33:07,4.54.2,negative,layan buruk gampang eror
ari-tv,Ok,5,2021-11-18 10:20:47,4.26.1,positive,ok
Anandita effendi Putri,Oke,5,2022-02-27 03:17:20,4.30.1,positive,oke
Lydia Wijaya,Bye gojek,1,2022-07-20 10:51:55,4.47.1,negative,bye gojek
Zarah Abidah,Okeh,5,2023-09-29 05:27:13,4.73.1,positive,okeh
Ine Octaviani,Sumpah gojek sekarang makin lemot banget status pengiriman gada aplikasi sering lemot tau tau malah keluar sendiri sumpah makin lemot parah Tolong perbaiki masalahnya,3,2024-01-08 16:45:40,4.80.4,negative,sumpah gojek lot banget status kirim gada aplikasi lot sumpah lot parah tolong baik
Heri Cahyono,Smoga d tambah lagi jaminan keamanan dan pelayanannya,5,2022-09-27 01:19:05,4.52.2,positive,smoga jamin aman layan
Nirwanto 123,Tidak perlu ada yg di jelaskan semua nya oke ,5,2023-10-01 12:39:01,4.75.1,positive,oke
Clarissa Nirmala,Kenapa sekarang gk pernah ada promo,5,2022-01-15 19:01:02,4.26.1,positive,promo
War Ganteng,Seusai update saya login ulang Udah masukin nomer yg bener kok cuman muter min Tolong di fix,3,2021-11-20 23:34:35,4.26.1,positive,update login ulang masukin nomer cuman muter min tolong fix
Akbar Adan,Ok,5,2022-11-20 10:53:28,4.55.2,positive,ok
samsul rifai,Bagus Sekali Appnya,5,2022-08-27 04:40:18,4.50.1,positive,bagus appnya
almasimega anjani,Sangat membantu,5,2022-04-14 03:46:22,4.40.1,positive,bantu
Pak Nardi,mau ke mampang psr  pss aku di lampu merah pzr rebo yg atah ke kramat jati,5,2021-11-27 12:21:58,4.20.1,positive,mampang psr pss lampu merah pzr rebo atah kramat jati
Gigih jaya Zero,Ancok suwe banget rating bintang satu memang tepat,1,2022-03-14 15:05:24,4.39.2,negative,ancok suwe banget rating bintang
Han studio,Mantap,5,2022-07-09 04:07:30,4.47.1,positive,mantap
Itha Aja,Bagus,5,2022-08-01 03:44:43,4.48.1,positive,bagus
Masten AR,Ok,5,2022-06-12 10:54:24,4.42.2,positive,ok
Eva Mariati,Suka dg aplikasi ini dan sangat membantu,4,2022-03-07 10:45:09,4.34.1,positive,suka dg aplikasi bantu
Ulul Azmi,nice,5,2024-01-03 03:09:41,4.80.4,positive,nice
dung53suryadi chanel,Daftar nya ribet,1,2022-04-22 17:36:31,4.41.1,negative,daftar ribet
Muhammad Ibrohim Yusuf,Kemudahan dalam genggaman,5,2022-06-09 04:21:22,4.44.1,positive,mudah genggam
Basithu Rafi,Mantap,5,2022-11-07 06:49:27,4.54.2,positive,mantap
Erike Maghfiratunnisa,GOOD,5,2023-07-02 17:27:10,4.69.2,positive,good
ALAN SETIAWAN,Knp kok mau narik order an hrs punya saldo lha sedangkan driver lain yg gk ada uang sama sekalai terus pgn narik order an masa hrs punya saldo dulu ini niat bantu nyari uang atau apa si pt gojek ini Kan kasian driveryg gk punya modal saldo haaa,1,2022-09-17 03:24:06,4.41.1,negative,narik order an saldo lha driver uang sekala ken narik order an saldo niat bantu nyari uang si pt gojek kasi driveryg modal saldo haaa
Laksmana Wisnuwardhana,Kalo cuaca hujan driver itu tidak ada alasannya lokasi lagi sepi driver kalo dapet drivernnya itu juga jarang baca chat di tlp gak bsa dkasih tau nyolot Beda dama Grab hujan masih ada di chat di tlp bisa Aplikasi gojek sangat mengecewakan titik map nya juga tidak ada pembaruan Mending pake grab aja,1,2021-11-14 12:08:56,4.31.1,negative,cuaca hujan driver alas lokasi sepi driver dapet drivernnya jarang baca chat tlp bsa dkasih nyolot beda dama grab hujan chat tlp aplikasi gojek kecewa titik map baru mending pake grab aja
henry susanto,Mau isi Token pulsa listrik masih harus menunggu lama sekali proses sangat tidak efisien,1,2022-02-23 02:22:21,4.34.1,negative,isi token pulsa listrik tunggu proses efisien
Syamsul Hakim,Bagus sukses terus buat App ini,5,2022-05-06 05:09:55,4.36.1,positive,bagus sukses app
Princess,Ok bgtttt,5,2022-01-01 13:16:44,4.20.1,positive,ok bgtttt
Hadi Dwi,Selalu pakai aplikasi gojek dimana aja ,5,2022-08-26 11:06:45,4.45.1,positive,pakai aplikasi gojek mana aja
Arya galau,kerja apa dikerjain,5,2022-03-24 10:05:11,4.37.2,positive,dikerjain
Ipong Leung,Good,5,2022-06-15 12:24:28,4.45.1,positive,good
Sagimin,Habis beli potongan ongkir harga promo langsung hilang semua ,1,2022-11-18 08:15:31,4.54.2,negative,habis beli potong ongkir harga promo hilang
Ahmad Zaenudin,Kenapa harus ada gopinjam dan gopaylatter di menu saya kalau ga bisa digunakanpadahal semua tagihan sudah dibayar lunas tanpa kurang sedikitpun  Mengecewakan ,1,2024-01-21 11:50:14,4.81.1,negative,gopinjam gopaylatter menu digunakanpadahal tagih bayar lunas sedikit kecewa
Pengguna Google,Mantap gojek ditingkatkan lagi aplikasi nya ya Soalnya masih suka eror tiba tiba,5,2021-11-07 02:08:49,4.30.1,positive,mantap gojek tingkat aplikasi suka eror
uwo nurul Izzati,Aplikasi Anak Bangsa Semoga sejahtera semuanya,5,2024-01-31 01:45:55,4.81.2,positive,aplikasi anak bangsa moga sejahtera
Urwatul Usqa,Ok,5,2022-03-28 01:44:59,4.25.2,positive,ok
Bery Bey,Aneh signal bagus Malah info koneksi jelek mulu Mohon perbaiki,5,2023-12-06 12:01:21,4.79.2,positive,aneh signal bagus info koneksi jelek mulu baik
Christian Sammanuel,This app is for obese people,5,2022-04-15 11:33:41,4.40.1,positive,this app is for obese people
Ade Irfandi,Aplikasi ribet cs nya ga bisa melayani dengan baik dan benar sumpah nyesel banget saya nelpon cs nya pelayanan nya ga jelas kecewa banget lah gojek klo nyari karyawan bagian cs tolong lah di hire yg bener,1,2022-02-07 16:43:30,4.36.1,negative,aplikasi ribet cs layan sumpah nyesel banget nelpon cs layan kecewa banget gojek nyari karyawan cs tolong hire
Nicko Julian,Mengantar dengan cepat dengan selamat dan melampaui nya,5,2022-01-24 23:50:43,4.35.1,positive,antar cepat selamat lampau
Andreaz Phino,Memudahkan pengguna untuk mendapatkan transportasi terbaik,5,2021-12-11 13:03:07,4.33.1,positive,mudah guna transportasi baik
Yuli Anjaini,Mantullll,5,2024-01-13 09:08:38,4.80.4,positive,mantullll
Endang Supyandi,Lebih mahal ongkir daripada makanan nya,2,2023-09-12 12:53:44,4.70.1,negative,mahal ongkir makan
bayu dwi nugroho,ok,5,2021-12-14 17:31:02,4.33.1,positive,ok
jovian nasution,mantapppp,5,2021-12-26 08:58:29,4.31.1,positive,mantapppp
atoi putra dewa,Kasian mitranya pada nongkrong doang tolong di perhatikan ya jek,1,2023-01-25 07:23:10,4.59.1,negative,kasi mitra nongkrong doang tolong perhati jek
Dasuki Len coung,Penjemputanya jauh dengan driver bisa memakn waktu,1,2022-09-18 00:16:25,4.51.1,negative,penjemputanya driver memakn waktu
nur hayati,Muantabbb,5,2021-11-15 05:10:03,4.31.1,positive,muantabbb
Deni Sahroni,Good job,5,2022-03-30 10:35:10,4.40.1,positive,good job
